team_id,entry_id,detection_prec,detection_rec,detection_f1,selection_prec,selection_rec,selection_f1,selection_em_acc,generation_bleu,generation_meteor,generation_rouge_1,generation_rouge_2,generation_rouge_l,overall_mrr,pretrained,external_api,ensemble,desc
0,0,0.9982123703968536,0.997855611150822,0.998033958891868,0.7901287187793027,0.7877113962777258,0.7889182058047494,0.3905747947161728,0.1004303349412369,0.1748155417189704,0.3519862318674445,0.1429562911520304,0.2752605706967929,0.039439072637602,BART-base,No,"No, only a single model was used for the response generation",Baseline
1,0,0.9976851851851852,0.770192994996426,0.8693021379588544,0.7871916823360248,0.6048270587235489,0.6840638216070742,0.3089546914020692,0.087280557858524,0.1511779349704869,0.3060813538054137,0.1248065242676638,0.2400413409160427,0.0226151455594977,bart-base,no,"No, only a single model was used for the response generation",We used the prompt method to try to improve on top of baseline.
2,0,0.9939523301316258,0.9985704074338814,0.9962560171153504,0.8093487394957983,0.7857567774284014,0.7973782933034367,0.4156305506216696,0.1050077518059074,0.1690627113079486,0.3472022734137167,0.1466027591857049,0.2792812764058823,0.065063069407286,google/long-t5-tglobal-base,NIL,"No, only a single model was used for the response generation",Training method is identical to the provided baseline
2,1,0.9939523301316258,0.9985704074338814,0.9962560171153504,0.8093487394957983,0.7857567774284014,0.7973782933034367,0.4156305506216696,0.0944130837525522,0.1747103893740714,0.3651859460344296,0.1494439405687795,0.2874646392755053,0.1420833826645537,LLaMA 7B LoRA,NIL,"No, only a single model was used for the response generation","[2nd highest priority for human eval]. Finetuned LLaMA 7B using PEFT and LoRA on Stanford instruction data, then finetuned on track 5 data with prompting."
2,2,0.9939523301316258,0.9985704074338814,0.9962560171153504,0.8093487394957983,0.7857567774284014,0.7973782933034367,0.4156305506216696,0.1024044623736035,0.1776223726280943,0.3633414981394536,0.1508164461026875,0.286493668723885,0.088874091955263,facebook/bart-base; google/long-t5-tglobal-base; LLaMA 7B LoRA,Open AI GPT-4,"Yes, multiple model outputs were combined for the response generation","BART and Long-T5 were trained using the baseline method, LLaMA method described in entry #2. Dialogue history, knowledge snippets, and 3 outputs were rated by GPT-4 on a 1-5 scale and the highest scoring output for each example was picked."
2,3,0.9939523301316258,0.9985704074338814,0.9962560171153504,0.8093487394957983,0.7857567774284014,0.7973782933034367,0.4156305506216696,0.0984120454517721,0.1773642487883115,0.365757042048007,0.1508646448593742,0.2875421912716351,0.2348390644827355,facebook/bart-base; google/long-t5-tglobal-base; LLaMA 7B LoRA,Open AI GPT-4,"Yes, multiple model outputs were combined for the response generation","[Highest priority for human eval] BART and Long-T5 were trained using the baseline method, LLaMA method described in entry #2. Dialogue history, knowledge snippets, and 3 outputs were rated by GPT-4 on a 1-5 scale. We used the LLaMA output if it scored > 3, otherwise the highest scoring output was selected."
3,0,0.9985683607730852,0.9971408148677628,0.997854077253219,0.7566513224623547,0.8241692869890371,0.7889684347543119,0.3966440556943948,0.0830194415185609,0.1600382788504971,0.3333215593847494,0.1285948089347588,0.2638261740176144,0.0270217373554985,Flan-t5 small,not used,"No, only a single model was used for the response generation",multitask model was used
3,1,0.9985683607730852,0.9971408148677628,0.997854077253219,0.7566513224623547,0.8241692869890371,0.7889684347543119,0.3966440556943948,0.0873524492078511,0.1640656292335456,0.3424734413660397,0.137203772617767,0.2701914150284781,0.0295497265892002,flan-t5 base,not used,"No, only a single model was used for the response generation",multitask model was used
4,0,0.9982136477313326,0.9985704074338814,0.9983919957119884,0.8320014051110916,0.8051329990651823,0.8183467219486914,0.4612638343448768,0.0956579984338782,0.1661831271467274,0.3401581443917736,0.1311788906559898,0.2630822593993342,0.0389921904434288,bart-base,no,"No, only a single model was used for the response generation",T5 query generator
4,1,0.9982136477313326,0.9985704074338814,0.9983919957119884,0.8182866556836903,0.8442253760516699,0.831053666290208,0.4894680471260264,0.1003452759350566,0.1730897239221265,0.3510434563966231,0.142201272506334,0.2737314373325399,0.051432313989029,T5  & bart-base,no,"No, only a single model was used for the response generation",T5 query generator
